"exp"	"condition"	"error"	"ID"	"fixationReject"	"button"
""	"twoStreams"	5	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	FALSE	0
""	"twoStreams"	5	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	1	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	FALSE	0
""	"twoStreams"	-1	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	5	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	1	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	5	"EF6"	FALSE	0
""	"twoStreams"	0	"EF6"	FALSE	0
""	"twoStreams"	12	"EF6"	FALSE	0
""	"twoStreams"	6	"EF6"	FALSE	0
""	"twoStreams"	15	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	TRUE	0
""	"twoStreams"	4	"EF6"	FALSE	0
""	"twoStreams"	7	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	TRUE	0
""	"twoStreams"	5	"EF6"	FALSE	0
""	"twoStreams"	5	"EF6"	TRUE	0
""	"twoStreams"	-1	"EF6"	FALSE	0
""	"twoStreams"	-2	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	8	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	-6	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	1	"EF6"	FALSE	0
""	"twoStreams"	2	"EF6"	FALSE	0
""	"twoStreams"	3	"EF6"	FALSE	0
""	"twoStreams"	-7	"EF6"	FALSE	0
""	"twoStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	11	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	10	"EF6"	FALSE	0
""	"eightStreams"	15	"EF6"	FALSE	0
""	"eightStreams"	13	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	7	"EF6"	FALSE	0
""	"eightStreams"	13	"EF6"	FALSE	0
""	"eightStreams"	-3	"EF6"	FALSE	0
""	"eightStreams"	14	"EF6"	FALSE	0
""	"eightStreams"	-5	"EF6"	FALSE	0
""	"eightStreams"	12	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	8	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	11	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	7	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	-7	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	TRUE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	0	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	9	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	-4	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	0	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	10	"EF6"	FALSE	0
""	"eightStreams"	8	"EF6"	FALSE	0
""	"eightStreams"	0	"EF6"	FALSE	0
""	"eightStreams"	14	"EF6"	TRUE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	10	"EF6"	TRUE	0
""	"eightStreams"	-5	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	15	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	9	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	TRUE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	7	"EF6"	FALSE	0
""	"eightStreams"	-2	"EF6"	FALSE	0
""	"eightStreams"	-8	"EF6"	FALSE	0
""	"eightStreams"	14	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	-2	"EF6"	FALSE	0
""	"eightStreams"	-9	"EF6"	FALSE	0
""	"eightStreams"	15	"EF6"	FALSE	0
""	"eightStreams"	-2	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	TRUE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	-5	"EF6"	FALSE	0
""	"eightStreams"	-7	"EF6"	FALSE	0
""	"eightStreams"	11	"EF6"	FALSE	0
""	"eightStreams"	0	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	10	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	TRUE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	-1	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	9	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	14	"EF6"	FALSE	0
""	"eightStreams"	13	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	10	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	5	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	11	"EF6"	TRUE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	7	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	3	"EF6"	FALSE	0
""	"eightStreams"	6	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	TRUE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	2	"EF6"	FALSE	0
""	"eightStreams"	8	"EF6"	FALSE	0
""	"eightStreams"	-1	"EF6"	FALSE	0
""	"eightStreams"	-1	"EF6"	FALSE	0
""	"eightStreams"	4	"EF6"	FALSE	0
""	"eightStreams"	1	"EF6"	FALSE	0
""	"eightStreams"	-3	"EF6"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	-1	"FC21"	TRUE	0
""	"twoStreams"	2	"FC21"	FALSE	0
""	"twoStreams"	6	"FC21"	FALSE	0
""	"twoStreams"	11	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	3	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	15	"FC21"	FALSE	0
""	"twoStreams"	3	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	6	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	13	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	TRUE	0
""	"twoStreams"	15	"FC21"	FALSE	0
""	"twoStreams"	13	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	7	"FC21"	FALSE	0
""	"twoStreams"	6	"FC21"	FALSE	0
""	"twoStreams"	-1	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	-4	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	-5	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	8	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	7	"FC21"	FALSE	0
""	"twoStreams"	11	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	-9	"FC21"	FALSE	0
""	"twoStreams"	-6	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	-1	"FC21"	FALSE	0
""	"twoStreams"	-2	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	7	"FC21"	TRUE	0
""	"twoStreams"	10	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	13	"FC21"	FALSE	0
""	"twoStreams"	5	"FC21"	FALSE	0
""	"twoStreams"	13	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	11	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	-1	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	-8	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	TRUE	0
""	"twoStreams"	2	"FC21"	FALSE	0
""	"twoStreams"	7	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	3	"FC21"	FALSE	0
""	"twoStreams"	6	"FC21"	TRUE	0
""	"twoStreams"	6	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	10	"FC21"	TRUE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	13	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	TRUE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	11	"FC21"	FALSE	0
""	"twoStreams"	-6	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	0	"FC21"	FALSE	0
""	"twoStreams"	5	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	-1	"FC21"	FALSE	0
""	"twoStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	7	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	5	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	11	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	11	"FC21"	TRUE	0
""	"eightStreams"	8	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	9	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	7	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	10	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	13	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	-3	"FC21"	FALSE	0
""	"eightStreams"	-5	"FC21"	FALSE	0
""	"eightStreams"	-5	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	6	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	3	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	4	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	2	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	6	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	-4	"FC21"	FALSE	0
""	"eightStreams"	5	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	11	"FC21"	TRUE	0
""	"eightStreams"	-2	"FC21"	FALSE	0
""	"eightStreams"	3	"FC21"	FALSE	0
""	"eightStreams"	17	"FC21"	FALSE	0
""	"eightStreams"	3	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	-1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	-4	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	-2	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	3	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	16	"FC21"	TRUE	0
""	"eightStreams"	-3	"FC21"	TRUE	0
""	"eightStreams"	8	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	12	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	9	"FC21"	TRUE	0
""	"eightStreams"	5	"FC21"	TRUE	0
""	"eightStreams"	10	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	-1	"FC21"	FALSE	0
""	"eightStreams"	10	"FC21"	TRUE	0
""	"eightStreams"	-2	"FC21"	TRUE	0
""	"eightStreams"	8	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	10	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	15	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	-7	"FC21"	FALSE	0
""	"eightStreams"	13	"FC21"	TRUE	0
""	"eightStreams"	0	"FC21"	TRUE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"eightStreams"	5	"FC21"	FALSE	0
""	"eightStreams"	0	"FC21"	FALSE	0
""	"eightStreams"	-4	"FC21"	FALSE	0
""	"eightStreams"	2	"FC21"	FALSE	0
""	"eightStreams"	4	"FC21"	FALSE	0
""	"eightStreams"	1	"FC21"	FALSE	0
""	"twoStreams"	6	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	4	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	-6	"GR13"	FALSE	0
""	"twoStreams"	-6	"GR13"	FALSE	0
""	"twoStreams"	-1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	9	"GR13"	FALSE	0
""	"twoStreams"	12	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	9	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	TRUE	0
""	"twoStreams"	6	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	4	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	TRUE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	5	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	-8	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	12	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	12	"GR13"	FALSE	0
""	"twoStreams"	10	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	TRUE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	4	"GR13"	TRUE	0
""	"twoStreams"	-3	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	9	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	-8	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	15	"GR13"	FALSE	0
""	"twoStreams"	-3	"GR13"	TRUE	0
""	"twoStreams"	-3	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	-1	"GR13"	TRUE	0
""	"twoStreams"	-1	"GR13"	FALSE	0
""	"twoStreams"	6	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	7	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	12	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	-7	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	-1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	8	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	2	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	3	"GR13"	FALSE	0
""	"twoStreams"	5	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	-3	"GR13"	FALSE	0
""	"twoStreams"	9	"GR13"	TRUE	0
""	"twoStreams"	7	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	TRUE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	TRUE	0
""	"twoStreams"	16	"GR13"	FALSE	0
""	"twoStreams"	-6	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	1	"GR13"	FALSE	0
""	"twoStreams"	0	"GR13"	FALSE	0
""	"twoStreams"	5	"GR13"	FALSE	0
""	"eightStreams"	-1	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	-4	"GR13"	FALSE	0
""	"eightStreams"	-2	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	12	"GR13"	FALSE	0
""	"eightStreams"	6	"GR13"	FALSE	0
""	"eightStreams"	2	"GR13"	FALSE	0
""	"eightStreams"	-3	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	5	"GR13"	FALSE	0
""	"eightStreams"	-8	"GR13"	FALSE	0
""	"eightStreams"	2	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	3	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	4	"GR13"	FALSE	0
""	"eightStreams"	0	"GR13"	FALSE	0
""	"eightStreams"	2	"GR13"	TRUE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
""	"eightStreams"	1	"GR13"	FALSE	0
